ID,Type,X,Y,Connections,(paths)
0,ME,1185.8,777.7,2,1,173
1,P,1215.9,665.7,3,0,2,44
2,A,1285.9,646.1,5,1,0100,0101,5,37
0100,C,1290.8,674.1,1,2
0101,C,1311.1,667.1,1,2
5,A,1390.9,636.3,4,2,0102,0103,8
0102,C,1383.2,655.9,1,5
0103,C,1402.1,655.2,1,5
8,A,1479.1,634.9,4,5,0104,0105,11
0104,C,1470.7,653.1,1,8
0105,C,1490.3,651,1,8
11,A,1530.9,637,4,8,0110,13,17
0110,C,1546.3,616.7,1,11
13,A,1535.1,667.1,4,11,0108,0109,16
0108,C,1547,674.8,1,13
0109,C,1549.1,658.7,1,13
16,St,1535.1,723.1,1,13
17,A,1535.8,576.1,3,11,18,19
18,LTH,1558.9,576.8,1,17
19,A,1530.9,506.1,3,17,20,21
20,BSt,1551.9,496.3,1,19
21,Cafe,1418.9,504,3,19,22,36
22,P,1418.2,322.7,3,21,23,26
23,A,1558.2,305.2,2,E24,25
E24,EL,1535.1,317.8,1,23
25,St,1574.3,317.8,1,23
26,A,1360.1,324.1,3,22,027,28
027,St,1360.1,357.7,1,26
28,A,1285.9,326.9,4,26,0155,30,62
0155,BE,1285.9,307.3,1,28
30,A,1285.9,417.2,4,28,31,0120,33
31,Act,1269.1,415.1,1,30
0120,Coffee,299.9,424.9,1,30
33,A,1285.9,490,4,30,0124,0123,36
0124,C,1267.7,490,1,33
0123,C,1306.2,501.2,1,33
36,A,1285.2,511,4,33,0123,21,37
37,A,1287.3,573.3,6,2,36,0126,01027,0128,41
0126,C,1299.9,557.2,1,37
01027,C,1313.9,574,1,37
0128,C,1299.9,588.7,1,37
41,A,1243.9,573.3,3,37,42,43
42,St,1241.8,552.3,1,41
43,P,1220.1,574,2,41,44
44,P,1215.9,597.1,3,33,1,45
45,A,1122.1,599.2,3,44,012,047
012,Tc,1117.9,615.3,1,45
47,A,1052.8,599.2,4,45,015,49,71
015A,LIB,1052.8,616.7,1,47
49,A,1052.1,504,4,47,020A,022,52
020A,AG,1075.9,503.3,1,49
022,BL,1033.9,506.1,1,49
52,A,1052.8,326.9,4,49,0AA,54,65
0AO,AO,1057.7,303.1,1,52
54,A,1098.3,324.1,3,52,036,56
036,C,1094.8,303.8,1,54
56,A,1145.9,326.2,7,54,020B,032,033,034,035,62
020B,C,1147.3,349.3,1,56
032,C,1159.9,310.1,1,56
033,C,1154.3,0272.3,1,56
034,C,1138.9,0270.2,1,56
035,C,1133.3,307.3,1,56
62,A,1222.2,326.9,4,28,56,030,031
030,C,1239.7,308.7,1,62
031,C,1204.7,310.1,1,62
65,A,823.9,324.8,4,52,032,67,0027
032,PL,809.9,310.1,1,65
67,AE,784,326.2,1,65
0027A,MG,840,343,1,65
0027B,MG,832.3,515.2,2,0027A,70
70,A,837.2,588.7,3,0027B,71,73
71,A,945.7,597.1,3,70,021,47
021,GL,945.7,581,1,71
73,P,744.8,595.7,2,70,74
74,A,742,643.3,3,73,018,76
018,SS,762.3,641.9,1,74
76,P,742.7,702.1,3,74,77,168
77,A,686,702.8,6,76,038,039,040,041,82
038,C,697.9,711.2,1,77
039,C,693,692.3,1,77
040,C,679.7,716.1,1,77
041,C,676.2,690.9,1,77
82,A,623,702.8,4,77,040,042A,85
040,C,632.8,713.3,1,82
042A,C,616.7,711.2,1,82
85,A,588.7,702.1,3,82,043,87
043,C,594.3,690.9,1,85
87,A,532.7,702.1,3,85,045A,89
045A,C,534.8,690.9,1,87
89,A,529.9,567,4,87,044,051A,92
044,C,513.8,711.2,1,89
051A,C,497.7,709.8,1,89
92,A,445.9,704.2,6,89,046/47,048,051A,96,97
046/47,C,429.1,695.1,1,92
048,C,431.9,723.1,1,92
061,C,431.9,800.0,1,97
051,C,462,711.9,1,92
96,D18,443.8,637,1,92
97,P,447.3,788.2,4,92,98,102,161
98,A,364,791,4,97,065,050,101
065,C,366.1,807.1,1,98
064,C,366.1,807.1,1,98
050,C,352.1,781.9,1,98
101,D20,315,790.3,1,98
102,A,452.9,884.8,5,102,103,084A,084B,119
103,A,385,886.9,4,102,067,066/64,106
066/64,C,361.2,877.8,2,103,106
067,C,385,868,1,103
106,A,354.2,889,4,103,066/64,107,108
107,D21,317.8,889,1,106
108,A,352.1,942.9,4,106,087,088,111
087,C,364.7,937.3,1,108
088,C,338.8,947.8,1,108
111,A,354.2,966.7,4,108,086A,089A,114
086A,C,366.8,966,1,111
089A,C,345.1,984.9,1,111
114,A,354.2,1014.3,3,111,089E,086B
089E,C,340.2,1012.9,1,114
086B,C,364.7,1026.9,1,114
084A,C,417.2,898.1,1,102
084B,C,482.3,898.8,1,102
119,A,499.8,884.8,5,102,084B,082A,068A,122
082A,C,499.8,900.2,1,119
068A,C,485.8,868,1,119
122,A,527.8,888.3,3,119,069A,124
069A,C,529.2,870.8,1,122
124,A,601.3,888.3,4,122,070A,126,142
070A,C,583.1,874.3,1,124
126,A,602,935.9,5,124,080,082B,81E-H,130
080,C,616,923.3,1,126
082B,C585.9,942.2,1,126
081E-H,C,665,938,1,126
130,A,602.7,996.8,4,126,083A,081H-E,133
083A,C,581,1000.3,1,130
081H-E,C,665.7,996.8,1,130
133,P,604.1,1066.1,4,130,083D,083,136
083D,C,592.2,1049.3,1,133
083,C,590.1,1078.7,2,133,136
136,A,602.7,1089.2,3,133,083,137
137,A,515.2,1089.9,3,136,094,139
094,AUD,510.3,1101.8,1,137
139,A,462.7,1087.8,3,137,085,090
085,C,461.3,1050,1,139
090,C,412.3,1087.8,1,139
142,P,644,886.2,3,3,124,071,144
071,C,646.1,872.9,1,142
144,A,716.8,886.2,4,142,075,146,155
075,C,770,886.9,1,144
146,P,735.7,900.9,2,144,147
147,A,735.7,935.2,5,146,076,078,076A,151
076,C,749,924.7,1,147
078,C,723.8,924.7,1,147
076A,C,753.9,938.7,1,147
151,A,737.8,994.7,4,147,079,077,154
079,C,725.9,984.2,1,151
077,C,751.1,1005.9,1,151
154,D30,737.8,1043,1,151
155,A,720.3,795.2,3,144,156,166
156,A,620.9,791.7,4,155,054,042B,159
054,C,629.3,781.2,1,156
042B,C,616,777.7,1,156
