ID,Type,X,Y,Connections,(paths)
0,ST,1249,753,1,1
1,A,1284,714,4,0,2,0200,0201,3
2,A,1294,687,5,1,3,0200,0201,29
3,A,1434,687,5,1,2,0202,0203,4
0200,C,1307,733,2,1,2
0201,C,1323,726,2,1,2
0202,C,1425,709,1,3
0203,C,144,709,1,3
4,A,1548,687,4,3,0204,0205,5
0204,C,1540,704,1,4
0205,C,1557,704,1,4
5,P,1614,687,3,4,6,8
6,A,1614,726,4,5,0206,0207,7
0206,C,1632,735,1,6
0207,C,1632,713,1,6
7,ST,1614,803,1,6
8,A,1614,663,3,5,0208,9
0208,C,1634,663,1,8
9,P,1614,567,3,8,0212,10
0212,C,1633,567,1,9
10,A,1614,481,4,9,0213,0215,11
0213,C,1598,487,1,10
0215,C,1598,472,1,10
11,A,1614,452,3,10,0214,12
0214,C,1633,452,1,11
12,A,1614,371,5,11,0217,0216,0218,13
0217,C,1597,371,1,12
0216,C,1632,366,2,12,13
0218,C,1632,355,2,12,13
13,A,1614,349,4,12,0216,0218,14
14,P,1614,285,3,13,15,16
15,ST,1678,285,1,14
16,P,1614,249,3,14,17,19
17,A,1703,221,3,16,0220,0219
0220,C,1687,199,1,17
0219,C,1704,191,1,17
18,A,1587,251,5,17,0221,0222,19,20
0221,C,1590,232,1,18
0222,C,1572,236,1,18
19,A,1541,292,5,16,18,0226,0227,20
0226,C,1547,302,1,19
0227,C,1533,302,1,19
20,A,1470,280,6,19,18,0228,0223,0224,21
0228,C,1479,302,1,20
0223,C,1475,256,1,20
0224,C,1458,258,1,20
21,St,1398,290,2,20,22
22,A,1358,290,3,21,0225,23
0225,C,1358,273,1,22
23,A,1294,290,4,22,0233,24,25
0233,C,1229,290,1,23
24,A,1294,225,3,23,0229,0231
0229,C,1279,217,1,24
0231,C,1279,232,1,24
25,A,1294,355,6,23,0234,0235,0236,0237,26
0234,C,1312,348,1,25
0235,C,1281,348,1,25
0236,C,1312,364,1,25
0237,C,1281,364,1,25
26,A,1294,481,6,25,0238,0239,0240,0241,27
0238,C,1312,473,1,26
0239,C,1281,473,1,26
0240,C,1312,489,1,26
0241,C,1381,489,1,26
27,P,1294,606,3,26,28,29
28,ST,1240,606,1,27
29,A,1294,629,4,27,0244,0245,2
0244,C,1312,629,1,29
0245,C,1281,629,1,29
